59.166.0.0,22848,149.171.126.1,53,udp,CON,0.001164,146,178,31,29,0,0,dns,501718.2188,611683.8125,2,2,0,0,0,0,73,89,0,0,0,0,1421927416,1421927416,0.018,0.013,0,0,0,0,0,0,0,0,3,8,2,1,1,1,1,,0
59.166.0.1,29704,149.171.126.1,53,udp,CON,0.001101,132,164,31,29,0,0,dns,479564.0313,595822,2,2,0,0,0,0,66,82,0,0,0,0,1421927416,1421927416,0.017,0.013,0,0,0,0,0,0,0,0,6,8,2,1,1,1,1,,0
59.166.0.3,44759,149.171.126.1,53,udp,CON,0.001082,132,164,31,29,0,0,dns,487985.2188,606284.6875,2,2,0,0,0,0,66,82,0,0,0,0,1421927417,1421927417,0.017,0.012,0,0,0,0,0,0,0,0,7,8,1,1,1,1,1,,0
59.166.0.8,7419,149.171.126.1,53,udp,CON,0.001126,132,164,31,29,0,0,dns,468916.5313,582593.25,2,2,0,0,0,0,66,82,0,0,0,0,1421927418,1421927418,0.017,0.012,0,0,0,0,0,0,0,0,8,8,3,1,1,1,1,,0
59.166.0.2,12527,149.171.126.1,23202,udp,CON,0.001859,528,304,31,29,0,0,-,1704142,981172.6875,4,4,0,0,0,0,132,76,0,0,0.662323,0.337295,1421927418,1421927418,0.475333,0.244,0,0,0,0,0,0,0,0,5,3,3,4,1,1,2,,0
59.166.0.2,39558,149.171.126.1,111,udp,CON,0.004996,568,312,31,29,0,0,-,682145.75,374699.7813,4,4,0,0,0,0,142,78,0,0,1.838719,1.588406,1421927418,1421927418,1.312667,1.137667,0,0,0,0,0,0,0,0,5,3,3,4,1,1,2,,0
59.166.0.3,40309,149.171.126.1,53,udp,CON,0.001105,132,164,31,29,0,0,dns,477828.0313,593665.125,2,2,0,0,0,0,66,82,0,0,0,0,1421927420,1421927420,0.011,0.008,0,0,0,0,0,0,0,0,7,8,2,1,1,1,1,,0
59.166.0.8,47061,149.171.126.1,53,udp,CON,0.001087,146,178,31,29,0,0,dns,537258.5,655013.8125,2,2,0,0,0,0,73,89,0,0,0,0,1421927420,1421927420,0.011,0.008,0,0,0,0,0,0,0,0,8,8,2,2,2,1,1,,0
59.166.0.6,16859,149.171.126.1,53,udp,CON,0.001064,132,164,31,29,0,0,dns,496240.625,616541.375,2,2,0,0,0,0,66,82,0,0,0,0,1421927423,1421927423,0.011,0.007,0,0,0,0,0,0,0,0,12,8,1,1,1,1,1,,0
59.166.0.6,45430,149.171.126.1,53,udp,CON,0.001069,130,162,31,29,0,0,dns,486435.9375,606174,2,2,0,0,0,0,65,81,0,0,0,0,1421927424,1421927424,0.011,0.008,0,0,0,0,0,0,0,0,12,8,2,2,2,1,1,,0
59.166.0.2,39128,149.171.126.1,48372,udp,CON,0.001793,520,304,31,29,0,0,-,1740100.375,1017289.438,4,4,0,0,0,0,130,76,0,0,0.635925,0.314435,1421927424,1421927424,0.456667,0.227333,0,0,0,0,0,0,0,0,5,3,2,1,1,1,1,,0
59.166.0.2,45898,149.171.126.1,111,udp,CON,0.004906,568,304,31,29,0,0,-,694659.5625,371789.625,4,4,0,0,0,0,142,76,0,0,1.873127,1.546678,1421927424,1421927424,1.334,1.101667,0,0,0,0,0,0,0,0,3,3,1,2,1,1,1,,0
59.166.0.4,12252,149.171.126.1,53,udp,CON,0.001109,130,162,31,29,0,0,dns,468890.9063,584310.1875,2,2,0,0,0,0,65,81,0,0,0,0,1421927426,1421927426,0.011,0.008,0,0,0,0,0,0,0,0,12,6,1,2,2,1,1,,0
59.166.0.2,25822,149.171.126.1,53,udp,CON,0.001148,146,178,31,29,0,0,dns,508710.7813,620209.0625,2,2,0,0,0,0,73,89,0,0,0,0,1421927427,1421927427,0.011,0.008,0,0,0,0,0,0,0,0,8,6,2,1,1,1,1,,0
59.166.0.3,25557,149.171.126.1,53,udp,CON,0.001035,132,164,31,29,0,0,dns,510144.9375,633816.4375,2,2,0,0,0,0,66,82,0,0,0,0,1421927427,1421927427,0.012,0.008,0,0,0,0,0,0,0,0,8,6,2,2,2,1,1,,0
59.166.0.4,28228,149.171.126.1,53,udp,CON,0.001164,132,164,31,29,0,0,dns,453608.25,563573.875,2,2,0,0,0,0,66,82,0,0,0,0,1421927429,1421927429,0.011,0.012,0,0,0,0,0,0,0,0,12,6,1,1,1,1,1,,0
59.166.0.1,46386,149.171.126.1,53,udp,CON,0.001121,132,164,31,29,0,0,dns,471008,585191.75,2,2,0,0,0,0,66,82,0,0,0,0,1421927431,1421927431,0.011,0.008,0,0,0,0,0,0,0,0,4,6,1,1,1,1,1,,0
59.166.0.0,53212,149.171.126.1,53,udp,CON,0.001044,132,164,31,29,0,0,dns,505747.125,628352.5,2,2,0,0,0,0,66,82,0,0,0,0,1421927433,1421927433,0.012,0.008,0,0,0,0,0,0,0,0,9,6,1,1,1,1,1,,0
59.166.0.2,20117,149.171.126.1,111,udp,CON,0.004814,568,312,31,29,0,0,-,707935.1875,388865.8125,4,4,0,0,0,0,142,78,0,0,1.74962,1.514623,1421927434,1421927434,1.245667,1.079,0,0,0,0,0,0,0,0,3,3,2,4,1,1,2,,0
59.166.0.2,59553,149.171.126.1,37382,udp,CON,0.001756,528,304,31,29,0,0,-,1804100.25,1038724.375,4,4,0,0,0,0,132,76,0,0,0.625553,0.299817,1421927434,1421927434,0.447333,0.219,0,0,0,0,0,0,0,0,3,3,2,4,1,1,2,,0
59.166.0.1,10364,149.171.126.1,6601,udp,CON,0.001902,520,304,31,29,0,0,-,1640378.5,958990.5,4,4,0,0,0,0,130,76,0,0,0.684008,0.34602,1421927437,1421927437,0.489667,0.249667,0,0,0,0,0,0,0,0,7,2,2,2,1,1,2,,0
59.166.0.1,8985,149.171.126.1,111,udp,CON,0.005018,568,304,31,29,0,0,-,679155.0625,363491.4375,4,4,0,0,0,0,142,76,0,0,1.903534,1.614089,1421927437,1421927437,1.354,1.149333,0,0,0,0,0,0,0,0,7,2,2,2,1,1,2,,0
59.166.0.0,14789,149.171.126.1,53,udp,CON,0.00114,146,178,31,29,0,0,dns,512280.7188,624561.4375,2,2,0,0,0,0,73,89,0,0,0,0,1421927439,1421927439,0.012,0.009,0,0,0,0,0,0,0,0,7,5,1,1,1,1,1,,0
59.166.0.2,31439,149.171.126.1,53,udp,CON,0.001088,146,178,31,29,0,0,dns,536764.6875,654411.75,2,2,0,0,0,0,73,89,0,0,0,0,1421927440,1421927440,0.012,0.009,0,0,0,0,0,0,0,0,4,5,2,1,1,1,1,,0
59.166.0.9,39265,149.171.126.1,53,udp,CON,0.001054,132,164,31,29,0,0,dns,500948.7813,622390.875,2,2,0,0,0,0,66,82,0,0,0,0,1421927440,1421927440,0.011,0.009,0,0,0,0,0,0,0,0,5,5,2,2,2,1,1,,0
59.166.0.2,35794,149.171.126.1,53,udp,CON,0.001133,130,162,31,29,0,0,dns,458958.5,571932.9375,2,2,0,0,0,0,65,81,0,0,0,0,1421927441,1421927441,0.012,0.009,0,0,0,0,0,0,0,0,4,5,2,1,1,1,1,,0
59.166.0.1,17200,149.171.126.1,53,udp,CON,0.001118,132,164,31,29,0,0,dns,472271.9063,586762.0625,2,2,0,0,0,0,66,82,0,0,0,0,1421927441,1421927441,0.012,0.009,0,0,0,0,0,0,0,0,3,5,2,1,1,1,1,,0
59.166.0.0,47184,149.171.126.1,80,tcp,FIN,14.197116,1052,824,31,29,2,2,http,518.978638,418.113098,8,10,255,255,108494395,2259168986,132,82,0,0,169007.7226,4453.7095,1421927429,1421927443,2028.104286,1577.395625,0.000691,0.000551,0.00014,0,0,0,0,0,4,3,3,5,4,1,1,,0
59.166.0.9,34127,149.171.126.1,80,tcp,FIN,9.960735,1052,824,31,29,2,2,http,739.704407,595.939941,8,10,255,255,601011051,2747556693,132,82,0,0,116400.1387,3128.86625,1421927433,1421927443,1422.865464,1106.686875,0.000702,0.000545,0.000157,0,0,0,0,0,3,3,3,4,3,1,2,,0
59.166.0.9,54017,149.171.126.1,80,tcp,FIN,12.394734,1052,824,31,29,2,2,http,594.445984,478.913055,8,10,255,255,1188493536,1189704778,132,82,0,0,147409.2728,3886.695,1421927431,1421927443,1770.58025,1377.134,0.000665,0.00052,0.000145,0,0,0,0,0,3,3,3,4,3,1,2,,0
59.166.0.8,24415,149.171.126.1,80,tcp,FIN,2.012737,1052,824,31,29,2,2,http,3660.686768,2949.217773,8,10,255,255,3195623742,1047152027,132,82,0,0,23926.44354,631.314438,1421927441,1421927443,287.378134,223.576891,0.000693,0.000537,0.000156,0,0,0,0,0,4,2,3,3,3,1,1,,0
59.166.0.4,40460,149.171.126.1,80,tcp,FIN,26.295465,1052,824,31,29,2,2,http,280.200409,225.74234,8,10,255,255,3583814558,1439513866,132,82,0,0,313621.1946,8255.1415,1421927417,1421927443,3756.384,2921.651,0.000759,0.000594,0.000165,0,0,0,0,0,5,2,3,8,5,1,1,,0
59.166.0.3,62293,149.171.126.1,25740,tcp,FIN,0.287141,320,1826,31,29,1,2,ftp-data,7438.854004,44521.68359,6,8,255,255,901011992,65021526,53,228,0,0,3915.17404,67.694703,1421927443,1421927443,57.2046,39.710285,0.009296,0.009164,0.000132,0,0,0,0,0,2,1,3,10,2,1,1,,0
59.166.0.2,2774,149.171.126.1,6881,tcp,FIN,0.222928,1540,1644,31,29,4,4,-,51819.42188,55730.99609,16,18,255,255,3240527207,198525435,96,91,0,0,1266.373544,36.222621,1421927443,1421927444,14.8404,13.048883,0.002089,0.001096,0.000993,0,0,0,0,0,9,1,1,4,4,1,1,,0
59.166.0.2,48601,149.171.126.1,6881,tcp,FIN,0.335681,1540,1644,31,29,4,4,-,34413.625,37011.33203,16,18,255,255,1090948166,2328553739,96,91,0,0,1466.442322,36.511348,1421927443,1421927444,22.3554,14.615235,0.09106,0.087221,0.003839,0,0,0,0,0,8,7,5,7,7,1,4,,0
59.166.0.2,7179,149.171.126.1,6881,tcp,FIN,0.372,1540,1644,31,29,4,4,-,31053.76367,33397.84766,16,18,255,255,1090950846,196623233,96,91,0,0,1798.899168,56.452223,1421927443,1421927444,24.777201,21.816234,0.001979,0.001114,0.000865,0,0,0,0,0,8,7,5,7,7,1,4,,0
59.166.0.0,8558,149.171.126.1,80,tcp,FIN,6.979913,1052,824,31,29,2,2,http,1055.600464,850.440369,8,10,255,255,2583108353,2579969313,132,82,0,0,77563.32699,2159.65975,1421927437,1421927444,996.968857,775.48475,0.000688,0.000545,0.000143,0,0,0,0,0,2,1,5,6,2,1,1,,0
59.166.0.2,5397,149.171.126.1,6881,tcp,FIN,0.238842,1540,1644,31,29,4,4,-,48366.70313,52017.65234,16,18,255,255,1090949105,190964401,96,91,0,0,1550.532413,46.339645,1421927443,1421927444,15.9008,13.968059,0.003032,0.001384,0.001648,0,0,0,0,0,8,7,5,7,7,1,4,,0
59.166.0.2,42150,149.171.126.1,6881,tcp,FIN,0.374235,1540,1644,31,29,4,4,-,30868.30469,33198.39063,16,18,255,255,1090949962,194214365,96,91,0,0,1942.790907,55.330039,1421927443,1421927444,24.866734,21.948883,0.001994,0.001102,0.000892,0,0,0,0,0,8,7,5,7,7,1,4,,0
59.166.0.3,25410,149.171.126.1,11922,tcp,FIN,0.831501,424,8824,31,29,1,4,ftp-data,3569.448486,77825.52344,8,12,255,255,901012976,388386323,53,735,0,0,7386.423411,5357.946753,1421927444,1421927445,118.675281,74.626639,0.018435,0.010607,0.007828,0,0,0,0,0,1,1,4,4,1,1,1,,0
59.166.0.2,49744,149.171.126.1,6881,tcp,FIN,1.892299,2302,34406,31,29,5,15,-,9410.774414,141994.4688,30,42,255,255,3240528137,2273960205,77,819,0,0,4421.061016,2952.378018,1421927443,1421927445,65.235138,42.448634,0.154775,0.151903,0.002872,0,0,0,0,0,8,7,4,1,1,1,1,,0
59.166.0.5,40321,149.171.126.1,6881,tcp,FIN,1.646047,1540,1644,31,29,4,4,-,7018.025391,7547.779785,16,18,255,255,3478924352,2385546234,96,91,0,0,6905.247715,209.976141,1421927443,1421927445,109.704001,92.287469,0.07804,0.077159,0.000881,0,0,0,0,0,9,7,4,4,4,1,2,,0
59.166.0.5,15621,149.171.126.1,6881,tcp,FIN,1.428614,1540,1644,31,29,4,4,-,8086.158691,8696.541016,16,18,255,255,1333540817,584572679,96,91,0,0,5339.370744,132.927437,1421927444,1421927445,95.220199,65.323117,0.318901,0.31812,0.000781,0,0,0,0,0,9,7,4,4,4,1,2,,0
59.166.0.4,15401,149.171.126.1,53,udp,CON,0.000966,146,178,31,29,0,0,dns,604554.875,737060,2,2,0,0,0,0,73,89,0,0,0,0,1421927445,1421927445,0.002,0.011,0,0,0,0,0,0,0,0,1,1,13,5,1,1,1,,0
59.166.0.9,25023,149.171.126.1,38586,tcp,FIN,8.696906,3806,51808,31,29,7,26,-,3446.74292,46935.3125,64,66,255,255,4246393895,2101432435,59,785,0,0,29259.31961,29157.08549,1421927436,1421927445,138.040593,133.786585,0.000909,0.000767,0.000142,0,0,0,0,0,7,12,13,9,1,1,1,,0
59.166.0.5,14655,149.171.126.1,6881,tcp,FIN,1.486998,1540,1644,31,29,4,4,-,7768.672363,8355.088867,16,18,255,255,1333539868,388366843,96,91,0,0,5843.155061,165.229328,1421927444,1421927445,99.1014,81.279648,0.106023,0.105243,0.00078,0,0,0,0,0,7,12,13,8,6,1,4,,0
59.166.0.5,38450,149.171.126.1,6881,tcp,FIN,0.923388,1540,1644,31,29,4,4,-,12510.4502,13454.79883,16,18,255,255,1333535880,2741358047,96,91,0,0,4536.734357,110.869469,1421927444,1421927445,61.534931,53.71541,0.072051,0.010217,0.061834,0,0,0,0,0,7,12,13,8,6,1,4,,0
59.166.0.0,48916,149.171.126.1,6881,tcp,FIN,2.023785,1540,1644,31,29,4,4,-,5708.115723,6138.991699,16,18,255,255,1081019832,2385540221,96,91,0,0,10614.33101,310.479562,1421927443,1421927445,134.897195,114.329531,0.080956,0.080182,0.000774,0,0,0,0,0,13,12,13,14,13,1,2,,0
59.166.0.6,15416,149.171.126.1,6881,tcp,FIN,1.680091,1540,1644,31,29,4,4,-,6875.817871,7394.837402,16,18,255,255,3813881528,226365844,96,91,0,0,8459.074731,219.652094,1421927443,1421927445,111.983398,103.232,0.030064,0.028378,0.001686,0,0,0,0,0,18,12,13,18,18,1,4,,0
59.166.0.6,17064,149.171.126.1,6881,tcp,FIN,1.859181,1540,1644,31,29,4,4,-,6213.488281,6682.512207,16,18,255,255,1668496731,202961942,96,91,0,0,8933.031536,209.49475,1421927443,1421927445,123.922403,108.011297,0.023917,0.022979,0.000938,0,0,0,0,0,18,12,13,18,18,1,4,,0
59.166.0.6,17984,149.171.126.1,6881,tcp,FIN,1.969337,1540,1644,31,29,4,4,-,5865.933594,6308.722168,16,18,255,255,3813884194,204029652,96,91,0,0,9497.904447,217.684328,1421927443,1421927445,131.263395,115.800117,0.002596,0.00073,0.001866,0,0,0,0,0,18,12,13,18,18,1,4,,0
59.166.0.5,35197,149.171.126.1,6881,tcp,FIN,1.606808,1540,1644,31,29,4,4,-,7189.40918,7732.100098,16,18,255,255,3478925394,271382986,96,91,0,0,6585.290896,199.597688,1421927443,1421927445,107.098201,92.561414,0.034083,0.033262,0.000821,0,0,0,0,0,7,12,13,8,6,1,4,,0
